Name,Year,Miles,Price,model_avg_price,model_listing_count,Age,AgeBand,MileageBand,price_zscore
Honda CR-Z,2011,100942,13590,15230.0,5,12,10-15,100-130k,-1.0330637037398087
Jeep Cherokee,2016,73423,18990,21467.63829787234,141,7,6-8,60-80k,-0.35214251541327846
Chevrolet Trailblazer,2021,41865,23875,24824.0,23,2,0-2,40-60k,0.263838966989518
Volkswagen Passat,2015,70292,16990,18311.052631578947,76,8,6-8,60-80k,-0.6043355481268082
Ford Focus,2018,7795,18990,14996.451612903225,93,5,4-6,0-20k,-0.35214251541327846
Honda Civic,2014,17632,19590,18925.32380952381,210,9,8-10,0-20k,-0.2764846055992195
Volkswagen Jetta,2011,83540,12990,17068.442477876106,113,12,10-15,80-100k,-1.1087216135538678
INFINITI Q,2015,73715,21990,25347.133333333335,30,8,6-8,60-80k,0.026147033657016195
Chevrolet Equinox,2017,46498,20590,19319.105263157893,171,6,4-6,40-60k,-0.15038808924245464
Chrysler,2020,49588,24999,20993.80612244898,98,3,2-4,40-60k,0.4055714513745217
Lexus IS,2016,86141,22990,23340.0,28,7,6-8,80-100k,0.15224355001378106
Honda CR-Z,2012,94605,13990,15230.0,5,11,10-15,80-100k,-0.9826250971971029
Nissan Maxima,2016,47321,23590,24153.521739130436,23,7,6-8,40-60k,0.22790145982784
MAZDA CX-,2021,31486,21400,23001.7,140,2,0-2,20-40k,-0.04824991099347509
Ford EcoSport,2019,52125,18990,19908.256756756757,74,4,2-4,40-60k,-0.35214251541327846
Chevrolet Cruze,2013,80350,13990,15992.5,80,10,8-10,80-100k,-0.9826250971971029
Audi A,2017,52781,22990,24272.608695652172,46,6,4-6,40-60k,0.15224355001378106
Nissan Murano,2018,46811,22590,23491.560606060608,66,5,4-6,40-60k,0.10180494347107512
Chevrolet Trax,2019,49548,16803,18076.951219512193,82,4,2-4,40-60k,-0.6279155966855232
Honda CR-V,2015,74733,21590,21022.757009345794,107,8,6-8,60-80k,-0.02429157288568976
Honda Civic,2017,54965,24590,18925.32380952381,210,6,4-6,40-60k,0.3539979761846049
Cadillac ATS,2015,26064,24990,22034.444444444445,18,8,6-8,20-40k,0.4044365827273108
Ford Focus,2018,64142,15590,14996.451612903225,93,5,4-6,60-80k,-0.780870671026279
INFINITI QX,2016,77330,22590,26679.234375,64,7,6-8,60-80k,0.10180494347107512
Nissan Altima,2015,19516,17590,19293.97340425532,188,8,6-8,0-20k,-0.5286776383127493
Kia Soul,2016,80418,14990,17106.064516129034,124,7,6-8,80-100k,-0.856528580840338
Nissan Kicks,2021,39985,19278,19809.626373626375,91,2,0-2,20-40k,-0.31582671870253015
Nissan Rogue,2017,50590,21990,20382.880165289258,242,6,4-6,40-60k,0.026147033657016195
Honda Civic,2013,64740,15990,18925.32380952381,210,10,8-10,60-80k,-0.7304320644835731
Ford Fiesta,2017,27785,16590,14645.737704918032,61,6,4-6,20-40k,-0.6547741546695142
Ford Focus,2015,42806,14990,14996.451612903225,93,8,6-8,40-60k,-0.856528580840338
MAZDA MX- Miata,2016,16150,23590,22241.28205128205,39,7,6-8,0-20k,0.22790145982784
Nissan Sentra,2015,98538,12990,17151.21551724138,116,8,6-8,80-100k,-1.1087216135538678
Volkswagen Beetle,2014,32387,19590,20275.0,40,9,8-10,20-40k,-0.2764846055992195
Ford Fusion,2016,88297,15590,18113.032,125,7,6-8,80-100k,-0.780870671026279
Hyundai Elantra,2021,40956,20400,17041.33846153846,195,2,0-2,40-60k,-0.17434642735023997
Volkswagen Jetta SportWagen,2013,48832,17990,16603.333333333332,15,10,8-10,40-60k,-0.47823903177004334
Volkswagen Tiguan,2020,43004,21990,20451.456140350878,57,3,2-4,40-60k,0.026147033657016195
Ford Focus,2017,79580,13990,14996.451612903225,93,6,4-6,60-80k,-0.9826250971971029
FIAT,2017,36347,17590,14531.935483870968,31,6,4-6,20-40k,-0.5286776383127493
Nissan Versa,2019,34737,15990,15995.263157894737,95,4,2-4,20-40k,-0.7304320644835731
Toyota Corolla,2021,34436,23698,18560.486988847584,269,2,0-2,20-40k,0.2415198835943706
Chevrolet Malibu,2017,88783,16990,19288.927536231884,69,6,4-6,80-100k,-0.6043355481268082
Ford Escape,2018,46802,18298,19376.448,125,5,4-6,40-60k,-0.43940130473215977
Hyundai Elantra,2020,25808,22990,17041.33846153846,195,3,2-4,20-40k,0.15224355001378106
Honda CR-V,2014,96618,16990,21022.757009345794,107,9,8-10,80-100k,-0.6043355481268082
Kia Sorento,2013,48001,18590,21217.59405940594,101,10,8-10,40-60k,-0.4025811219559844
Nissan Maxima,2016,64589,21990,24153.521739130436,23,7,6-8,60-80k,0.026147033657016195
Volkswagen Passat,2019,47135,22990,18311.052631578947,76,4,2-4,40-60k,0.15224355001378106
Ford Explorer,2014,95253,21990,24112.425531914894,47,9,8-10,80-100k,0.026147033657016195
Lexus ES,2012,61424,20590,26148.61111111111,36,11,10-15,60-80k,-0.15038808924245464
Toyota RAV,2015,40485,21990,23160.708333333332,72,8,6-8,40-60k,0.026147033657016195
Chevrolet Equinox,2021,36332,22558,19319.105263157893,171,2,0-2,20-40k,0.09776985494765865
Toyota Camry,2019,70211,22590,20721.41134751773,141,4,2-4,60-80k,0.10180494347107512
Nissan Sentra,2017,62503,16990,17151.21551724138,116,6,4-6,60-80k,-0.6043355481268082
Ford Taurus,2013,60421,17590,17145.555555555555,18,10,8-10,60-80k,-0.5286776383127493
Ford Mustang,2013,63932,18990,25856.117647058825,102,10,8-10,60-80k,-0.35214251541327846
Honda Odyssey,2014,83791,23990,26213.423076923078,26,9,8-10,80-100k,0.278340066370546
Chevrolet Camaro,2014,35181,20590,26673.675324675325,77,9,8-10,20-40k,-0.15038808924245464
Volkswagen Jetta,2014,61129,16990,17068.442477876106,113,9,8-10,60-80k,-0.6043355481268082
MAZDA MAZDA,2017,54652,19990,17840.6338028169,142,6,4-6,40-60k,-0.22604599905651357
Toyota Corolla,2016,50270,17590,18560.486988847584,269,7,6-8,40-60k,-0.5286776383127493
Hyundai Sonata Hybrid,2016,59862,18990,20218.571428571428,7,7,6-8,40-60k,-0.35214251541327846
Subaru Crosstrek,2017,41887,22990,24538.548387096773,31,6,4-6,40-60k,0.15224355001378106
Hyundai Accent,2019,26395,18990,15905.254237288136,59,4,2-4,20-40k,-0.35214251541327846
Chrysler,2012,88427,15990,20993.80612244898,98,11,10-15,80-100k,-0.7304320644835731
Chevrolet Cruze,2018,75129,15990,15992.5,80,5,4-6,60-80k,-0.7304320644835731
MAZDA MAZDA,2011,67800,13590,17840.6338028169,142,12,10-15,60-80k,-1.0330637037398087
FIAT  Spider,2017,6317,24990,24176.666666666668,15,6,4-6,0-20k,0.4044365827273108
Hyundai Accent,2013,46605,14990,15905.254237288136,59,10,8-10,40-60k,-0.856528580840338
Ford Taurus,2013,37057,17990,17145.555555555555,18,10,8-10,20-40k,-0.47823903177004334
Honda Fit,2015,46007,17590,17112.222222222223,54,8,6-8,40-60k,-0.5286776383127493
Cadillac SRX,2015,44118,22990,20345.555555555555,9,8,6-8,40-60k,0.15224355001378106
Buick Enclave,2016,63574,23590,25804.4,25,7,6-8,60-80k,0.22790145982784
Toyota C-HR,2019,32628,23990,23407.366666666665,30,4,2-4,20-40k,0.278340066370546
Hyundai Accent,2017,99601,13590,15905.254237288136,59,6,4-6,80-100k,-1.0330637037398087
Ford Mustang,2014,64635,19990,25856.117647058825,102,9,8-10,60-80k,-0.22604599905651357
GMC Acadia,2015,68426,21990,26526.174603174604,63,8,6-8,60-80k,0.026147033657016195
Ford Focus,2016,80030,13990,14996.451612903225,93,7,6-8,80-100k,-0.9826250971971029
Hyundai Santa Fe,2015,103467,17990,23761.17391304348,46,8,6-8,100-130k,-0.47823903177004334
Toyota Corolla,2011,73598,13990,18560.486988847584,269,12,10-15,60-80k,-0.9826250971971029
Hyundai Kona,2021,11202,24990,22149.1,30,2,0-2,0-20k,0.4044365827273108
Nissan Rogue,2016,55471,23590,20382.880165289258,242,7,6-8,40-60k,0.22790145982784
Jeep Compass,2019,27632,23590,20590.543103448275,116,4,2-4,20-40k,0.22790145982784
Volkswagen Passat,2016,105128,13990,18311.052631578947,76,7,6-8,100-130k,-0.9826250971971029
Kia Soul,2016,30098,16990,17106.064516129034,124,7,6-8,20-40k,-0.6043355481268082
MAZDA CX-,2017,43798,24590,23001.7,140,6,4-6,40-60k,0.3539979761846049
Audi A,2015,46905,22990,24272.608695652172,46,8,6-8,40-60k,0.15224355001378106
Ford Expedition,2014,63769,24590,31170.0,6,9,8-10,60-80k,0.3539979761846049
Ford Focus,2015,33311,15590,14996.451612903225,93,8,6-8,20-40k,-0.780870671026279
Subaru Outback,2014,103233,18990,25362.21153846154,52,9,8-10,100-130k,-0.35214251541327846
Toyota Sienna,2013,104397,17990,31905.78947368421,38,10,8-10,100-130k,-0.47823903177004334
Volkswagen Passat,2013,82487,14590,18311.052631578947,76,10,8-10,80-100k,-0.9069671873830439
Honda HR-V,2018,19366,23590,22338.0,43,5,4-6,0-20k,0.22790145982784
Kia Sorento,2015,56414,17990,21217.59405940594,101,8,6-8,40-60k,-0.47823903177004334
Subaru Legacy,2013,62724,16590,20081.428571428572,21,10,8-10,60-80k,-0.6547741546695142
Dodge Grand Caravan Passenger,2017,61637,18990,18365.342465753423,73,6,4-6,60-80k,-0.35214251541327846
Chevrolet Equinox,2018,101722,17990,19319.105263157893,171,5,4-6,100-130k,-0.47823903177004334
Chevrolet Spark EV,2016,54926,13990,15332.857142857143,14,7,6-8,40-60k,-0.9826250971971029
Audi Q,2016,42744,24990,25158.42105263158,19,7,6-8,40-60k,0.4044365827273108
Chevrolet Trailblazer,2021,41850,23697,24824.0,23,2,0-2,40-60k,0.24139378707801384
Nissan Z,2010,66765,23990,25971.81818181818,11,13,10-15,60-80k,0.278340066370546
Nissan Kicks,2020,51257,18998,19809.626373626375,91,3,2-4,40-60k,-0.3511337432824243
Ford Mustang,2010,58993,22590,25856.117647058825,102,13,10-15,40-60k,0.10180494347107512
Chevrolet Equinox,2021,51625,20999,19319.105263157893,171,2,0-2,40-60k,-0.0988146140525378
Chevrolet Malibu,2015,60466,16990,19288.927536231884,69,8,6-8,60-80k,-0.6043355481268082
Buick Envision,2018,63480,22331,24501.2,20,5,4-6,60-80k,0.06914594573467302
Toyota RAV,2015,58621,23990,23160.708333333332,72,8,6-8,40-60k,0.278340066370546
FIAT,2015,83366,12590,14531.935483870968,31,8,6-8,80-100k,-1.1591602200965736
Nissan Altima,2015,42594,16990,19293.97340425532,188,8,6-8,40-60k,-0.6043355481268082
Buick Envision,2019,51521,24590,24501.2,20,4,2-4,40-60k,0.3539979761846049
Ford Focus,2014,80152,12990,14996.451612903225,93,9,8-10,80-100k,-1.1087216135538678
Ford Explorer,2018,79221,23990,24112.425531914894,47,5,4-6,60-80k,0.278340066370546
Chrysler Town & Country,2015,88064,16990,17956.666666666668,24,8,6-8,80-100k,-0.6043355481268082
BMW  Series,2016,43382,24990,25277.301587301587,126,7,6-8,40-60k,0.4044365827273108
Mitsubishi Outlander,2019,66218,21990,20020.0,20,4,2-4,60-80k,0.026147033657016195
Hyundai Elantra,2019,31244,18990,17041.33846153846,195,4,2-4,20-40k,-0.35214251541327846
Volkswagen Tiguan,2012,85280,13990,20451.456140350878,57,11,10-15,80-100k,-0.9826250971971029
BMW i,2014,48793,18990,20447.894736842107,38,9,8-10,40-60k,-0.35214251541327846
Honda Civic,2016,43522,22590,18925.32380952381,210,7,6-8,40-60k,0.10180494347107512
Jeep Cherokee,2016,73166,18590,21467.63829787234,141,7,6-8,60-80k,-0.4025811219559844
Chevrolet Sonic,2014,97082,12590,14630.90909090909,44,9,8-10,80-100k,-1.1591602200965736
Subaru XV Crosstrek,2014,53933,19990,18790.0,8,9,8-10,40-60k,-0.22604599905651357
Nissan Maxima,2019,52266,24990,24153.521739130436,23,4,2-4,40-60k,0.4044365827273108
FIAT,2015,83209,12990,14531.935483870968,31,8,6-8,80-100k,-1.1087216135538678
Ford Fiesta,2016,62939,13590,14645.737704918032,61,7,6-8,60-80k,-1.0330637037398087
Chevrolet Equinox,2020,44843,20370,19319.105263157893,171,3,2-4,40-60k,-0.1781293228409429
Honda CR-V,2016,40235,22590,21022.757009345794,107,7,6-8,40-60k,0.10180494347107512
MAZDA MX- Miata,2012,49935,18990,22241.28205128205,39,11,10-15,40-60k,-0.35214251541327846
Chevrolet Trax,2017,93969,15590,18076.951219512193,82,6,4-6,80-100k,-0.780870671026279
FIAT  Spider,2017,39377,24990,24176.666666666668,15,6,4-6,20-40k,0.4044365827273108
Dodge Grand Caravan Passenger,2013,87578,15990,18365.342465753423,73,10,8-10,80-100k,-0.7304320644835731
Toyota Corolla,2022,2394,24990,18560.486988847584,269,1,0-2,0-20k,0.4044365827273108
Chevrolet Trax,2021,36740,20293,18076.951219512193,82,2,0-2,20-40k,-0.1878387546004138
Hyundai Sonata,2016,73416,15990,16759.738562091505,153,7,6-8,60-80k,-0.7304320644835731
Hyundai Accent,2016,34881,14990,15905.254237288136,59,7,6-8,20-40k,-0.856528580840338
Buick Encore GX,2021,41234,24175,23802.85714285714,14,2,0-2,40-60k,0.30166792189654745
INFINITI JX,2013,64261,22590,22290.0,2,10,8-10,60-80k,0.10180494347107512
Ford Focus,2013,70029,13590,14996.451612903225,93,10,8-10,60-80k,-1.0330637037398087
Nissan Rogue,2018,48231,17385,20382.880165289258,242,5,4-6,40-60k,-0.5545274241658861
MINI Countryman,2016,78284,18590,19147.14285714286,42,7,6-8,60-80k,-0.4025811219559844
Honda Civic,2017,77576,18590,18925.32380952381,210,6,4-6,60-80k,-0.4025811219559844
Honda Civic,2016,95061,17990,18925.32380952381,210,7,6-8,80-100k,-0.47823903177004334
Honda CR-V,2015,95801,17990,21022.757009345794,107,8,6-8,80-100k,-0.47823903177004334
Kia Soul,2020,35304,18109,17106.064516129034,124,3,2-4,20-40k,-0.4632335463235883
Chevrolet Impala,2017,62793,21990,20195.8,40,6,4-6,60-80k,0.026147033657016195
Mitsubishi Mirage G,2020,10215,17590,16790.0,16,3,2-4,0-20k,-0.5286776383127493
Kia Soul,2011,64765,13590,17106.064516129034,124,12,10-15,60-80k,-1.0330637037398087
Chevrolet Cruze,2016,32429,21590,15992.5,80,7,6-8,20-40k,-0.02429157288568976
Hyundai Elantra,2015,60830,14990,17041.33846153846,195,8,6-8,60-80k,-0.856528580840338
Acura TLX,2015,39617,22990,22612.222222222223,9,8,6-8,20-40k,0.15224355001378106
Ford Mustang,2016,53518,22990,25856.117647058825,102,7,6-8,40-60k,0.15224355001378106
Kia Optima,2020,10150,24990,17867.048076923078,104,3,2-4,0-20k,0.4044365827273108
Hyundai Veloster,2015,81520,15590,17090.3125,32,8,6-8,80-100k,-0.780870671026279
Nissan Rogue,2021,52050,22803,20382.880165289258,242,2,0-2,40-60k,0.12866350145506605
Honda Accord,2015,49081,19990,20338.34351145038,131,8,6-8,40-60k,-0.22604599905651357
GMC Acadia,2017,95912,20990,26526.174603174604,63,6,4-6,80-100k,-0.09994948269974868
MAZDA MAZDA,2016,82646,16990,17840.6338028169,142,7,6-8,80-100k,-0.6043355481268082
Hyundai Elantra,2015,37921,17590,17041.33846153846,195,8,6-8,20-40k,-0.5286776383127493
Ford Fusion,2018,49917,16903,18113.032,125,5,4-6,40-60k,-0.6153059450498467
Honda Accord,2017,98933,18990,20338.34351145038,131,6,4-6,80-100k,-0.35214251541327846
Buick Encore,2017,39345,21590,18820.149425287356,87,6,4-6,20-40k,-0.02429157288568976
MINI Clubman,2017,41112,21990,20763.333333333332,15,6,4-6,40-60k,0.026147033657016195
Honda Civic,2016,41025,19990,18925.32380952381,210,7,6-8,40-60k,-0.22604599905651357
Acura ILX,2013,81929,16990,19567.777777777777,9,10,8-10,80-100k,-0.6043355481268082
BMW  Series,2011,54441,18590,25277.301587301587,126,12,10-15,40-60k,-0.4025811219559844
Toyota Camry,2011,62663,15590,20721.41134751773,141,12,10-15,60-80k,-0.780870671026279
Chevrolet Malibu,2013,91487,14990,19288.927536231884,69,10,8-10,80-100k,-0.856528580840338
Honda CR-V,2018,52175,24150,21022.757009345794,107,5,4-6,40-60k,0.29851550898762835
Chevrolet Sonic,2018,86768,14990,14630.90909090909,44,5,4-6,80-100k,-0.856528580840338
INFINITI Q,2015,58082,23590,25347.133333333335,30,8,6-8,40-60k,0.22790145982784
Ford Escape,2019,41887,18483,19376.448,125,4,2-4,40-60k,-0.41607344920615824
Nissan Sentra,2022,2179,23990,17151.21551724138,116,1,0-2,0-20k,0.278340066370546
Kia Optima,2014,61417,16590,17867.048076923078,104,9,8-10,60-80k,-0.6547741546695142
INFINITI M,2013,55653,20990,18790.0,2,10,8-10,40-60k,-0.09994948269974868
Buick Verano,2012,24515,17590,16710.0,15,11,10-15,20-40k,-0.5286776383127493
Nissan Rogue,2021,42227,24593,20382.880165289258,242,2,0-2,40-60k,0.3543762657336752
Buick LaCrosse,2011,83072,14590,18705.78947368421,19,12,10-15,80-100k,-0.9069671873830439
Buick Encore,2019,48556,17550,18820.149425287356,87,4,2-4,40-60k,-0.5337214989670199
Volvo S,2015,53642,18990,22542.380952380954,21,8,6-8,40-60k,-0.35214251541327846
Hyundai Sonata,2014,69921,14990,16759.738562091505,153,9,8-10,60-80k,-0.856528580840338
Chevrolet Cruze,2017,82227,15990,15992.5,80,6,4-6,80-100k,-0.7304320644835731
Volkswagen Golf,2017,32149,21990,17881.666666666668,24,6,4-6,20-40k,0.026147033657016195
Nissan Sentra,2017,43228,18590,17151.21551724138,116,6,4-6,40-60k,-0.4025811219559844
Mitsubishi Outlander Sport,2019,45974,19990,18771.48148148148,54,4,2-4,40-60k,-0.22604599905651357
Kia Optima,2019,44116,21990,17867.048076923078,104,4,2-4,40-60k,0.026147033657016195
Volkswagen Tiguan,2015,78289,16990,20451.456140350878,57,8,6-8,60-80k,-0.6043355481268082
MAZDA MAZDA,2010,52898,14590,17840.6338028169,142,13,10-15,40-60k,-0.9069671873830439
MAZDA MAZDA,2013,63285,15990,17840.6338028169,142,10,8-10,60-80k,-0.7304320644835731
Volvo XC,2014,90078,17990,27782.0,25,9,8-10,80-100k,-0.47823903177004334
Nissan Kicks,2020,50684,17779,19809.626373626375,91,3,2-4,40-60k,-0.5048453967213207
Mitsubishi Outlander Sport,2018,79905,16990,18771.48148148148,54,5,4-6,60-80k,-0.6043355481268082
Honda Accord,2011,90184,14990,20338.34351145038,131,12,10-15,80-100k,-0.856528580840338
Chevrolet Blazer,2020,63491,24303,27322.36842105263,19,3,2-4,60-80k,0.3178082759902134
MINI Countryman,2016,53802,20990,19147.14285714286,42,7,6-8,40-60k,-0.09994948269974868
Chevrolet Equinox,2019,42802,20700,19319.105263157893,171,4,2-4,40-60k,-0.1365174724432105
Mitsubishi Outlander Sport,2016,66993,16590,18771.48148148148,54,7,6-8,60-80k,-0.6547741546695142
Chevrolet Spark,2019,46496,15590,15980.290909090909,55,4,2-4,40-60k,-0.780870671026279
Chevrolet Spark,2017,64122,13990,15980.290909090909,55,6,4-6,60-80k,-0.9826250971971029
Volkswagen Jetta,2021,17673,22990,17068.442477876106,113,2,0-2,0-20k,0.15224355001378106
Buick Envision,2017,39157,24590,24501.2,20,6,4-6,20-40k,0.3539979761846049
Nissan Sentra,2018,65852,15990,17151.21551724138,116,5,4-6,60-80k,-0.7304320644835731
Hyundai Sonata,2019,37185,19990,16759.738562091505,153,4,2-4,20-40k,-0.22604599905651357
Volkswagen Jetta,2013,65832,15590,17068.442477876106,113,10,8-10,60-80k,-0.780870671026279
Hyundai Elantra,2016,90538,13990,17041.33846153846,195,7,6-8,80-100k,-0.9826250971971029
Nissan Pathfinder,2018,82814,19590,22727.11111111111,36,5,4-6,80-100k,-0.2764846055992195
Honda Accord,2014,75705,18590,20338.34351145038,131,9,8-10,60-80k,-0.4025811219559844
Ford Escape,2018,47267,17983,19376.448,125,5,4-6,40-60k,-0.4791217073845407
Nissan Murano,2019,32723,24990,23491.560606060608,66,4,2-4,20-40k,0.4044365827273108
Chevrolet Spark,2017,35649,15590,15980.290909090909,55,6,4-6,20-40k,-0.780870671026279
Nissan Altima,2020,45047,24399,19293.97340425532,188,3,2-4,40-60k,0.32991354156046276
Chevrolet Malibu,2015,101082,15590,19288.927536231884,69,8,6-8,100-130k,-0.780870671026279
Kia Sportage,2022,27016,24990,20804.091954022988,87,1,0-2,20-40k,0.4044365827273108
Hyundai Santa Fe,2012,101852,14990,23761.17391304348,46,11,10-15,100-130k,-0.856528580840338
Chrysler Pacifica,2019,65484,22990,26151.657142857144,35,4,2-4,60-80k,0.15224355001378106
Nissan Altima,2021,41297,21098,19293.97340425532,188,2,0-2,40-60k,-0.08633105893321807
Jeep Renegade,2015,65071,16990,20176.3661971831,71,8,6-8,60-80k,-0.6043355481268082
Nissan Versa Note,2016,54402,14590,14502.5,16,7,6-8,40-60k,-0.9069671873830439
Toyota Yaris,2019,26366,19990,16685.238095238095,21,4,2-4,20-40k,-0.22604599905651357
Honda Accord,2017,36579,21990,20338.34351145038,131,6,4-6,20-40k,0.026147033657016195
Toyota Sienna,2012,97874,17990,31905.78947368421,38,11,10-15,80-100k,-0.47823903177004334
Honda CR-V,2014,72379,17590,21022.757009345794,107,9,8-10,60-80k,-0.5286776383127493
Volkswagen Jetta,2014,80705,15590,17068.442477876106,113,9,8-10,80-100k,-0.780870671026279
Hyundai Veloster,2013,27104,18590,17090.3125,32,10,8-10,20-40k,-0.4025811219559844
Buick Encore,2018,88200,17990,18820.149425287356,87,5,4-6,80-100k,-0.47823903177004334
MINI Countryman,2012,93574,14590,19147.14285714286,42,11,10-15,80-100k,-0.9069671873830439
Nissan Rogue,2016,65926,17590,20382.880165289258,242,7,6-8,60-80k,-0.5286776383127493
Toyota Highlander,2012,80954,22990,26813.875,24,11,10-15,80-100k,0.15224355001378106
MAZDA MX- Miata,2012,29231,20990,22241.28205128205,39,11,10-15,20-40k,-0.09994948269974868
Hyundai Elantra,2016,67066,14990,17041.33846153846,195,7,6-8,60-80k,-0.856528580840338
Mitsubishi Outlander Sport,2014,73484,15990,18771.48148148148,54,9,8-10,60-80k,-0.7304320644835731
Nissan Versa,2017,53902,14990,15995.263157894737,95,6,4-6,40-60k,-0.856528580840338
MINI Convertible,2016,37762,23990,21253.157894736843,19,7,6-8,20-40k,0.278340066370546
Toyota Camry,2017,12380,22990,20721.41134751773,141,6,4-6,0-20k,0.15224355001378106
Hyundai Sonata Hybrid,2017,40804,23990,20218.571428571428,7,6,4-6,40-60k,0.278340066370546
Toyota Corolla,2016,63116,16990,18560.486988847584,269,7,6-8,60-80k,-0.6043355481268082
Ford Fusion,2017,94872,15990,18113.032,125,6,4-6,80-100k,-0.7304320644835731
Chevrolet Volt,2015,55036,18990,18150.0,25,8,6-8,40-60k,-0.35214251541327846
Kia Sorento,2017,96719,16590,21217.59405940594,101,6,4-6,80-100k,-0.6547741546695142
Nissan Rogue,2021,25713,25475,20382.880165289258,242,2,0-2,20-40k,0.4655933931603418
Kia Soul,2019,59233,16990,17106.064516129034,124,4,2-4,40-60k,-0.6043355481268082
Chevrolet Blazer,2020,51966,29274,27322.36842105263,19,3,2-4,40-60k,0.9446340587996915
Honda Civic,2020,20917,23990,18925.32380952381,210,3,2-4,20-40k,0.278340066370546
Toyota Sienna,2013,78466,22990,31905.78947368421,38,10,8-10,60-80k,0.15224355001378106
MAZDA MAZDA,2016,58044,21990,17840.6338028169,142,7,6-8,40-60k,0.026147033657016195
Ford Focus,2017,72787,13990,14996.451612903225,93,6,4-6,60-80k,-0.9826250971971029
Chevrolet Traverse,2021,47072,31157,27964.304347826088,46,2,0-2,40-60k,1.1820737990994798
Dodge Grand Caravan Passenger,2014,97202,14990,18365.342465753423,73,9,8-10,80-100k,-0.856528580840338
Chrysler,2021,39219,25548,20993.80612244898,98,2,0-2,20-40k,0.47479843885438566
Honda HR-V,2018,12138,22990,22338.0,43,5,4-6,0-20k,0.15224355001378106
Nissan Murano,2016,35380,22590,23491.560606060608,66,7,6-8,20-40k,0.10180494347107512
Honda Civic,2012,77810,14590,18925.32380952381,210,11,10-15,60-80k,-0.9069671873830439
Mitsubishi Outlander Sport,2018,37352,19990,18771.48148148148,54,5,4-6,20-40k,-0.22604599905651357
Ford Mustang,2013,85029,17990,25856.117647058825,102,10,8-10,80-100k,-0.47823903177004334
Kia Optima,2015,87374,16590,17867.048076923078,104,8,6-8,80-100k,-0.6547741546695142
BMW i,2015,43500,19990,20447.894736842107,38,8,6-8,40-60k,-0.22604599905651357
Honda Civic,2017,47924,20590,18925.32380952381,210,6,4-6,40-60k,-0.15038808924245464
Nissan Sentra,2019,14616,19990,17151.21551724138,116,4,2-4,0-20k,-0.22604599905651357
Ford Fusion,2015,96092,14990,18113.032,125,8,6-8,80-100k,-0.856528580840338
Toyota Corolla,2009,84841,13590,18560.486988847584,269,14,10-15,80-100k,-1.0330637037398087
Nissan Altima,2014,31807,16990,19293.97340425532,188,9,8-10,20-40k,-0.6043355481268082
Honda Civic,2010,85214,13590,18925.32380952381,210,13,10-15,80-100k,-1.0330637037398087
Toyota Corolla,2019,32043,20990,18560.486988847584,269,4,2-4,20-40k,-0.09994948269974868
Hyundai Veloster,2019,41332,23590,17090.3125,32,4,2-4,40-60k,0.22790145982784
Ford Mustang,2020,48553,30413,25856.117647058825,102,3,2-4,40-60k,1.0882579909300467
Ford Focus,2014,70350,13590,14996.451612903225,93,9,8-10,60-80k,-1.0330637037398087
Ford Fusion,2018,64369,22990,18113.032,125,5,4-6,60-80k,0.15224355001378106
Honda HR-V,2017,39352,22990,22338.0,43,6,4-6,20-40k,0.15224355001378106
Toyota Camry,2015,63932,20990,20721.41134751773,141,8,6-8,60-80k,-0.09994948269974868
Ford Edge,2011,80799,14990,20629.243243243243,74,12,10-15,80-100k,-0.856528580840338
Mercedes-Benz M-Class,2015,69865,24590,24550.0,5,8,6-8,60-80k,0.3539979761846049
Volkswagen e-Golf,2016,33013,18990,19099.090909090908,11,7,6-8,20-40k,-0.35214251541327846
Mitsubishi Outlander,2019,37558,21990,20020.0,20,4,2-4,20-40k,0.026147033657016195
Ford Edge,2020,52233,25203,20629.243243243243,74,3,2-4,40-60k,0.43129514071130176
MAZDA MX- Miata,2014,42702,20990,22241.28205128205,39,9,8-10,40-60k,-0.09994948269974868
Mercedes-Benz A-Class,2019,32692,28990,31390.0,7,4,2-4,20-40k,0.9088226481543704
Ford Explorer,2013,70211,19590,24112.425531914894,47,10,8-10,60-80k,-0.2764846055992195
Ford Fusion,2015,63838,16990,18113.032,125,8,6-8,60-80k,-0.6043355481268082
Lexus ES,2012,86661,18590,26148.61111111111,36,11,10-15,80-100k,-0.4025811219559844
Lexus RX,2012,87954,19990,27399.52380952381,21,11,10-15,80-100k,-0.22604599905651357
Ford Fiesta,2017,54988,15590,14645.737704918032,61,6,4-6,40-60k,-0.780870671026279
Volkswagen Jetta SportWagen,2014,71966,16990,16603.333333333332,15,9,8-10,60-80k,-0.6043355481268082
Toyota Prius v,2014,91175,17590,19140.0,12,9,8-10,80-100k,-0.5286776383127493
MINI Hardtop  Door,2019,51173,24590,20638.64864864865,37,4,2-4,40-60k,0.3539979761846049
Jeep Wrangler Unlimited,2021,44006,34983,35153.86666666667,15,2,0-2,40-60k,1.6645190706804622
Honda Fit,2010,83124,13590,17112.222222222223,54,13,10-15,80-100k,-1.0330637037398087
Volkswagen Passat,2013,70930,14990,18311.052631578947,76,10,8-10,60-80k,-0.856528580840338
Ford Edge,2013,53865,18990,20629.243243243243,74,10,8-10,40-60k,-0.35214251541327846
Chevrolet Traverse,2020,51881,28203,27964.304347826088,46,3,2-4,40-60k,0.8095846897815964
