Name,Year,Miles,Price,model_avg_price,model_listing_count,Age,AgeBand,MileageBand,price_zscore
Nissan Sentra,2019,20731,20990,17151.21551724138,116,4,2-4,20-40k,-0.09994948269974868
Subaru Outback,2016,89753,19590,25362.21153846154,52,7,6-8,80-100k,-0.2764846055992195
Honda Civic,2020,60003,24590,18925.32380952381,210,3,2-4,60-80k,0.3539979761846049
MAZDA CX-,2021,44888,19478,23001.7,140,2,0-2,40-60k,-0.2906074154311772
Ford Mustang,2014,40030,19590,25856.117647058825,102,9,8-10,40-60k,-0.2764846055992195
Chevrolet Equinox,2020,60627,20101,19319.105263157893,171,3,2-4,60-80k,-0.21204928574091267
Toyota Corolla,2022,6595,24990,18560.486988847584,269,1,0-2,0-20k,0.4044365827273108
Nissan Rogue Sport,2021,37722,21321,20399.048387096773,62,2,0-2,20-40k,-0.05821153578565951
Subaru Forester,2013,81858,16990,20446.25,32,10,8-10,80-100k,-0.6043355481268082
MAZDA CX-,2021,14203,24990,23001.7,140,2,0-2,0-20k,0.4044365827273108
Subaru Forester,2013,95840,15990,20446.25,32,10,8-10,80-100k,-0.7304320644835731
Chevrolet Equinox,2019,57993,17999,19319.105263157893,171,4,2-4,40-60k,-0.47710416312283244
Toyota C-HR,2018,39717,22990,23407.366666666665,30,5,4-6,20-40k,0.15224355001378106
Nissan Altima,2021,47029,19993,19293.97340425532,188,2,0-2,40-60k,-0.22566770950744328
Chevrolet Malibu,2017,22148,24990,19288.927536231884,69,6,4-6,20-40k,0.4044365827273108
Ford Taurus,2015,44383,18990,17145.555555555555,18,8,6-8,40-60k,-0.35214251541327846
Jeep Renegade,2017,27922,22990,20176.3661971831,71,6,4-6,20-40k,0.15224355001378106
Ford Escape,2018,50206,16993,19376.448,125,5,4-6,40-60k,-0.603957258577738
Volkswagen Jetta,2017,36799,19990,17068.442477876106,113,6,4-6,20-40k,-0.22604599905651357
MAZDA CX-,2016,58444,19990,23001.7,140,7,6-8,40-60k,-0.22604599905651357
Honda Civic,2018,31004,23990,18925.32380952381,210,5,4-6,20-40k,0.278340066370546
Honda Civic,2012,60727,15990,18925.32380952381,210,11,10-15,60-80k,-0.7304320644835731
Honda CR-V,2012,85719,16990,21022.757009345794,107,11,10-15,80-100k,-0.6043355481268082
Ford Mustang,2018,65359,23990,25856.117647058825,102,5,4-6,60-80k,0.278340066370546
MINI Hardtop  Door,2018,38907,22990,20638.64864864865,37,5,4-6,20-40k,0.15224355001378106
Ford Focus,2014,60780,13990,14996.451612903225,93,9,8-10,60-80k,-0.9826250971971029
Nissan Rogue,2021,43622,23793,20382.880165289258,242,2,0-2,40-60k,0.2534990526482633
Hyundai Kona,2018,46989,23590,22149.1,30,5,4-6,40-60k,0.22790145982784
Nissan Xterra,2012,78815,16990,16790.0,2,11,10-15,60-80k,-0.6043355481268082
Mitsubishi Mirage G,2020,14907,17590,16790.0,16,3,2-4,0-20k,-0.5286776383127493
MAZDA MAZDA,2010,38475,14990,17840.6338028169,142,13,10-15,20-40k,-0.856528580840338
Ford Mustang,2017,88478,21990,25856.117647058825,102,6,4-6,80-100k,0.026147033657016195
Nissan Murano,2020,60159,20993,23491.560606060608,66,3,2-4,60-80k,-0.09957119315067839
Dodge Grand Caravan Passenger,2016,73956,17590,18365.342465753423,73,7,6-8,60-80k,-0.5286776383127493
MAZDA MAZDA,2013,81357,14990,17840.6338028169,142,10,8-10,80-100k,-0.856528580840338
Chevrolet Spark,2021,5922,18990,15980.290909090909,55,2,0-2,0-20k,-0.35214251541327846
Chevrolet Malibu,2018,41495,20990,19288.927536231884,69,5,4-6,40-60k,-0.09994948269974868
Nissan Rogue,2021,49495,22983,20382.880165289258,242,2,0-2,40-60k,0.15136087439928372
Subaru Legacy,2017,46804,20990,20081.428571428572,21,6,4-6,40-60k,-0.09994948269974868
Hyundai Kona,2018,32281,21590,22149.1,30,5,4-6,20-40k,-0.02429157288568976
Toyota Camry,2019,40720,22990,20721.41134751773,141,4,2-4,40-60k,0.15224355001378106
Toyota Camry,2018,52315,21990,20721.41134751773,141,5,4-6,40-60k,0.026147033657016195
Chevrolet Cruze,2014,91898,12990,15992.5,80,9,8-10,80-100k,-1.1087216135538678
Volkswagen Beetle,2013,48645,17990,20275.0,40,10,8-10,40-60k,-0.47823903177004334
Toyota RAV,2018,55735,22993,23160.708333333332,72,5,4-6,40-60k,0.15262183956285136
Volkswagen Jetta,2015,44852,16590,17068.442477876106,113,8,6-8,40-60k,-0.6547741546695142
Nissan Murano,2020,56190,20993,23491.560606060608,66,3,2-4,40-60k,-0.09957119315067839
Honda Pilot,2015,78458,21990,25763.433333333334,30,8,6-8,60-80k,0.026147033657016195
Hyundai Elantra,2018,34194,19990,17041.33846153846,195,5,4-6,20-40k,-0.22604599905651357
Chrysler,2021,47366,24983,20993.80612244898,98,2,0-2,40-60k,0.40355390711281347
Volkswagen Jetta,2013,102845,12990,17068.442477876106,113,10,8-10,100-130k,-1.1087216135538678
Hyundai Sonata,2016,56381,16590,16759.738562091505,153,7,6-8,40-60k,-0.6547741546695142
Subaru Impreza,2019,53506,20990,19643.23076923077,26,4,2-4,40-60k,-0.09994948269974868
Ford Focus,2014,83610,13990,14996.451612903225,93,9,8-10,80-100k,-0.9826250971971029
Nissan Rogue,2021,36533,22993,20382.880165289258,242,2,0-2,20-40k,0.15262183956285136
Nissan Versa,2019,72682,15990,15995.263157894737,95,4,2-4,60-80k,-0.7304320644835731
Nissan Rogue,2021,44477,22983,20382.880165289258,242,2,0-2,40-60k,0.15136087439928372
Ford Fiesta,2018,52296,15990,14645.737704918032,61,5,4-6,40-60k,-0.7304320644835731
Ford Escape,2019,53618,21983,19376.448,125,4,2-4,40-60k,0.02526435804251884
Mercedes-Benz GLK-Class,2014,60079,22990,20656.666666666668,3,9,8-10,60-80k,0.15224355001378106
Ford Fusion,2014,79758,15990,18113.032,125,9,8-10,60-80k,-0.7304320644835731
Volkswagen Jetta,2015,34209,16990,17068.442477876106,113,8,6-8,20-40k,-0.6043355481268082
Nissan Kicks,2020,44225,18993,19809.626373626375,91,3,2-4,40-60k,-0.35176422586420814
Nissan Murano,2020,54037,21993,23491.560606060608,66,3,2-4,40-60k,0.026525323206086488
MAZDA MX- Miata,2009,34701,18990,22241.28205128205,39,14,10-15,20-40k,-0.35214251541327846
Dodge Grand Caravan Passenger,2019,91023,17990,18365.342465753423,73,4,2-4,80-100k,-0.47823903177004334
Ford Fusion Energi,2017,40642,23990,21670.0,5,6,4-6,40-60k,0.278340066370546
Buick Encore,2017,102361,15990,18820.149425287356,87,6,4-6,100-130k,-0.7304320644835731
Nissan Murano,2015,58098,21590,23491.560606060608,66,8,6-8,40-60k,-0.02429157288568976
Toyota Camry,2020,50048,21893,20721.41134751773,141,3,2-4,40-60k,0.01391567157041
Subaru Crosstrek,2021,44415,24993,24538.548387096773,31,2,0-2,40-60k,0.40481487227638113
Volkswagen Jetta,2018,75014,17590,17068.442477876106,113,5,4-6,60-80k,-0.5286776383127493
Chevrolet Impala,2018,80862,18990,20195.8,40,5,4-6,80-100k,-0.35214251541327846
BMW i,2017,39713,23990,20447.894736842107,38,6,4-6,20-40k,0.278340066370546
Nissan Altima,2018,63509,20990,19293.97340425532,188,5,4-6,60-80k,-0.09994948269974868
MAZDA CX-,2016,39894,23590,23001.7,140,7,6-8,20-40k,0.22790145982784
Toyota Venza,2014,97811,16990,24836.1,10,9,8-10,80-100k,-0.6043355481268082
MAZDA CX-,2014,100740,16590,23001.7,140,9,8-10,100-130k,-0.6547741546695142
Volvo XC,2016,76108,21990,27782.0,25,7,6-8,60-80k,0.026147033657016195
Chevrolet Spark,2017,49982,15590,15980.290909090909,55,6,4-6,40-60k,-0.780870671026279
Kia Optima Hybrid,2015,64541,17590,17390.0,3,8,6-8,60-80k,-0.5286776383127493
Chevrolet Trax,2019,51686,16793,18076.951219512193,82,4,2-4,40-60k,-0.6291765618490909
Toyota Prius Plug-in Hybrid,2012,60747,20590,19790.0,2,11,10-15,60-80k,-0.15038808924245464
Hyundai Sonata,2018,69156,17590,16759.738562091505,153,5,4-6,60-80k,-0.5286776383127493
Hyundai Kona,2018,42505,21993,22149.1,30,5,4-6,40-60k,0.026525323206086488
Volkswagen Beetle,2013,84768,15990,20275.0,40,10,8-10,80-100k,-0.7304320644835731
Ford Flex,2016,103301,21590,23264.36,25,7,6-8,100-130k,-0.02429157288568976
Kia Soul,2016,58000,15590,17106.064516129034,124,7,6-8,40-60k,-0.780870671026279
Ford Escape,2018,47275,22793,19376.448,125,5,4-6,40-60k,0.1274025362914984
Honda Accord,2012,99671,15990,20338.34351145038,131,11,10-15,80-100k,-0.7304320644835731
Kia Optima,2016,80110,15990,17867.048076923078,104,7,6-8,80-100k,-0.7304320644835731
Honda CR-V,2012,95810,16990,21022.757009345794,107,11,10-15,80-100k,-0.6043355481268082
Nissan Murano,2020,51079,23990,23491.560606060608,66,3,2-4,40-60k,0.278340066370546
Nissan Rogue,2018,38965,21990,20382.880165289258,242,5,4-6,20-40k,0.026147033657016195
Jeep Renegade,2017,73074,17990,20176.3661971831,71,6,4-6,60-80k,-0.47823903177004334
Nissan Altima,2016,48376,17590,19293.97340425532,188,7,6-8,40-60k,-0.5286776383127493
Ford Fiesta,2015,72726,13590,14645.737704918032,61,8,6-8,60-80k,-1.0330637037398087
Cadillac ATS,2015,65645,21990,22034.444444444445,18,8,6-8,60-80k,0.026147033657016195
Ford Edge,2018,67788,19590,20629.243243243243,74,5,4-6,60-80k,-0.2764846055992195
Honda CR-V,2012,89241,16990,21022.757009345794,107,11,10-15,80-100k,-0.6043355481268082
Hyundai Sonata,2013,72398,14590,16759.738562091505,153,10,8-10,60-80k,-0.9069671873830439
Nissan Kicks,2020,46897,18993,19809.626373626375,91,3,2-4,40-60k,-0.35176422586420814
Chevrolet Volt,2014,95832,15990,18150.0,25,9,8-10,80-100k,-0.7304320644835731
Nissan Murano,2018,31202,22990,23491.560606060608,66,5,4-6,20-40k,0.15224355001378106
Volkswagen Tiguan Limited,2017,92253,16990,18865.0,8,6,4-6,80-100k,-0.6043355481268082
Nissan Rogue Sport,2021,44778,21500,20399.048387096773,62,2,0-2,40-60k,-0.0356402593577986
Kia Sorento,2018,69436,19990,21217.59405940594,101,5,4-6,60-80k,-0.22604599905651357
Nissan Altima,2015,87143,14990,19293.97340425532,188,8,6-8,80-100k,-0.856528580840338
Nissan Altima,2021,46187,23100,19293.97340425532,188,2,0-2,40-60k,0.1661141668130252
MAZDA CX-,2013,76520,18590,23001.7,140,10,8-10,60-80k,-0.4025811219559844
Nissan Rogue Sport,2021,42890,22200,20399.048387096773,62,2,0-2,40-60k,0.05262730209193682
Ford Mustang,2013,30019,19990,25856.117647058825,102,10,8-10,20-40k,-0.22604599905651357
Nissan Rogue,2021,43671,24750,20382.880165289258,242,2,0-2,40-60k,0.37417341880168725
Nissan Sentra,2015,69187,13990,17151.21551724138,116,8,6-8,60-80k,-0.9826250971971029
Nissan Rogue,2021,50635,23500,20382.880165289258,242,2,0-2,40-60k,0.21655277335573117
Ford Fusion,2015,60025,16590,18113.032,125,8,6-8,60-80k,-0.6547741546695142
Hyundai Veloster,2017,49894,17990,17090.3125,32,6,4-6,40-60k,-0.47823903177004334
Nissan Rogue Sport,2018,23396,23990,20399.048387096773,62,5,4-6,20-40k,0.278340066370546
Toyota Prius c,2013,87834,16590,17890.0,16,10,8-10,80-100k,-0.6547741546695142
Lexus NX,2015,78988,24590,30959.23076923077,13,8,6-8,60-80k,0.3539979761846049
Toyota Yaris,2014,87018,14990,16685.238095238095,21,9,8-10,80-100k,-0.856528580840338
Nissan Rogue Sport,2017,89124,17590,20399.048387096773,62,6,4-6,80-100k,-0.5286776383127493
Chevrolet Sonic,2016,22495,16990,14630.90909090909,44,7,6-8,20-40k,-0.6043355481268082
Chevrolet Trax,2019,52021,17990,18076.951219512193,82,4,2-4,40-60k,-0.47823903177004334
Nissan Versa Note,2016,53777,14590,14502.5,16,7,6-8,40-60k,-0.9069671873830439
Nissan Rogue,2021,54200,23300,20382.880165289258,242,2,0-2,40-60k,0.19133347008437818
Mitsubishi Outlander Sport,2017,44240,17590,18771.48148148148,54,6,4-6,40-60k,-0.5286776383127493
Chevrolet Equinox,2019,56625,20100,19319.105263157893,171,4,2-4,40-60k,-0.21217538225726942
MINI Hardtop  Door,2015,103095,14990,20638.64864864865,37,8,6-8,100-130k,-0.856528580840338
Kia Forte,2021,9047,24990,17017.92156862745,102,2,0-2,0-20k,0.4044365827273108
Chevrolet Cruze,2014,54570,14990,15992.5,80,9,8-10,40-60k,-0.856528580840338
Nissan Rogue Sport,2017,30075,23590,20399.048387096773,62,6,4-6,20-40k,0.22790145982784
Ford Fusion,2016,85904,15990,18113.032,125,7,6-8,80-100k,-0.7304320644835731
Kia Forte,2016,86950,13990,17017.92156862745,102,7,6-8,80-100k,-0.9826250971971029
Kia Rio,2017,7790,17590,16682.0,35,6,4-6,0-20k,-0.5286776383127493
BMW  Series,2013,63084,21590,25277.301587301587,126,10,8-10,60-80k,-0.02429157288568976
Chevrolet Equinox,2021,39656,22049,19319.105263157893,171,2,0-2,20-40k,0.03358672812206532
Nissan Frontier Crew Cab,2018,50189,24990,26840.0,16,5,4-6,40-60k,0.4044365827273108
Volkswagen Jetta,2014,63951,15990,17068.442477876106,113,9,8-10,60-80k,-0.7304320644835731
Volkswagen Jetta,2016,64288,17590,17068.442477876106,113,7,6-8,60-80k,-0.5286776383127493
Chevrolet Equinox,2021,44855,21649,19319.105263157893,171,2,0-2,40-60k,-0.01685187842064063
Mercedes-Benz E-Class,2011,62729,22990,24882.30769230769,26,12,10-15,60-80k,0.15224355001378106
BMW i,2015,36895,19990,20447.894736842107,38,8,6-8,20-40k,-0.22604599905651357
Chevrolet Impala,2020,54413,23351,20195.8,40,3,2-4,40-60k,0.1977643924185732
Nissan Rogue,2020,49758,20851,20382.880165289258,242,3,2-4,40-60k,-0.117476898473339
Hyundai Santa Fe,2020,57323,23451,23761.17391304348,46,3,2-4,40-60k,0.2103740440542497
MAZDA MX- Miata,2012,42119,19990,22241.28205128205,39,11,10-15,40-60k,-0.22604599905651357
MINI Clubman,2017,43253,21990,20763.333333333332,15,6,4-6,40-60k,0.026147033657016195
Nissan Versa,2018,31681,15990,15995.263157894737,95,5,4-6,20-40k,-0.7304320644835731
Hyundai Accent,2015,93154,12990,15905.254237288136,59,8,6-8,80-100k,-1.1087216135538678
Nissan Altima,2016,100167,14990,19293.97340425532,188,7,6-8,100-130k,-0.856528580840338
MINI Hardtop,2010,60192,12590,16547.14285714286,14,13,10-15,60-80k,-1.1591602200965736
Chrysler Pacifica,2017,48960,24590,26151.657142857144,35,6,4-6,40-60k,0.3539979761846049
Subaru Forester,2016,91648,18990,20446.25,32,7,6-8,80-100k,-0.35214251541327846
Hyundai Santa Fe,2021,46545,22451,23761.17391304348,46,2,0-2,40-60k,0.0842775276974848
Honda Accord,2015,48931,18990,20338.34351145038,131,8,6-8,40-60k,-0.35214251541327846
Ford Escape,2016,57546,16590,19376.448,125,7,6-8,40-60k,-0.6547741546695142
Honda Civic,2017,75602,21990,18925.32380952381,210,6,4-6,60-80k,0.026147033657016195
Nissan Altima,2021,34965,22551,19293.97340425532,188,2,0-2,20-40k,0.0968871793331613
INFINITI QX,2017,89666,22590,26679.234375,64,6,4-6,80-100k,0.10180494347107512
Hyundai Azera,2012,26094,19990,19023.333333333332,6,11,10-15,20-40k,-0.22604599905651357
Scion iA,2016,59157,15590,14790.0,4,7,6-8,40-60k,-0.780870671026279
Volkswagen Beetle,2013,46657,22590,20275.0,40,10,8-10,40-60k,0.10180494347107512
Volkswagen Passat,2015,90340,15590,18311.052631578947,76,8,6-8,80-100k,-0.780870671026279
Volkswagen e-Golf,2016,34201,18990,19099.090909090908,11,7,6-8,20-40k,-0.35214251541327846
Toyota Corolla,2022,27309,22451,18560.486988847584,269,1,0-2,20-40k,0.0842775276974848
Chevrolet Trax,2021,34887,21590,18076.951219512193,82,2,0-2,20-40k,-0.02429157288568976
Nissan Altima,2021,24258,23251,19293.97340425532,188,2,0-2,20-40k,0.1851547407828967
BMW i,2016,61325,18990,20447.894736842107,38,7,6-8,60-80k,-0.35214251541327846
Ford Mustang,2013,104274,16590,25856.117647058825,102,10,8-10,100-130k,-0.6547741546695142
Ford Edge,2019,56900,24757,20629.243243243243,74,4,2-4,40-60k,0.3750560944161846
Ford Mustang,2014,64413,17990,25856.117647058825,102,9,8-10,60-80k,-0.47823903177004334
Chevrolet Equinox,2019,40898,22493,19319.105263157893,171,4,2-4,40-60k,0.08957358138446893
Chrysler Pacifica,2017,93400,19590,26151.657142857144,35,6,4-6,80-100k,-0.2764846055992195
MAZDA MAZDA,2014,97366,13990,17840.6338028169,142,9,8-10,80-100k,-0.9826250971971029
Jeep Cherokee,2014,67280,16590,21467.63829787234,141,9,8-10,60-80k,-0.6547741546695142
Nissan Murano,2017,57351,23493,23491.560606060608,66,6,4-6,40-60k,0.2156700977412338
Nissan Pathfinder,2016,93426,16990,22727.11111111111,36,7,6-8,80-100k,-0.6043355481268082
Chevrolet Volt,2017,102762,17990,18150.0,25,6,4-6,100-130k,-0.47823903177004334
Jeep Patriot,2014,91542,14590,16252.5,48,9,8-10,80-100k,-0.9069671873830439
Honda Civic,2016,13199,24590,18925.32380952381,210,7,6-8,0-20k,0.3539979761846049
MAZDA MAZDA,2011,90546,12590,17840.6338028169,142,12,10-15,80-100k,-1.1591602200965736
Chevrolet Cruze,2017,45288,17590,15992.5,80,6,4-6,40-60k,-0.5286776383127493
Nissan Altima,2021,49181,19349,19293.97340425532,188,2,0-2,40-60k,-0.30687386604119987
Ford Escape,2015,34334,18590,19376.448,125,8,6-8,20-40k,-0.4025811219559844
Jeep Cherokee,2019,48763,24990,21467.63829787234,141,4,2-4,40-60k,0.4044365827273108
INFINITI G,2011,97195,16990,18252.5,16,12,10-15,80-100k,-0.6043355481268082
Ford Focus,2014,27589,14990,14996.451612903225,93,9,8-10,20-40k,-0.856528580840338
Hyundai Elantra,2017,35527,18990,17041.33846153846,195,6,4-6,20-40k,-0.35214251541327846
Honda Fit,2019,30991,19990,17112.222222222223,54,4,2-4,20-40k,-0.22604599905651357
Scion xB,2015,51657,17590,18040.0,4,8,6-8,40-60k,-0.5286776383127493
Nissan Kicks,2021,38798,19049,19809.626373626375,91,2,0-2,20-40k,-0.34470282094822935
Volkswagen e-Golf,2016,17308,20990,19099.090909090908,11,7,6-8,0-20k,-0.09994948269974868
Volkswagen Jetta,2014,76728,15590,17068.442477876106,113,9,8-10,60-80k,-0.780870671026279
Hyundai Tucson,2017,96332,15990,20007.2,70,6,4-6,80-100k,-0.7304320644835731
Nissan Kicks,2020,54419,19124,19809.626373626375,91,3,2-4,40-60k,-0.33524558222147194
Ford Flex,2016,66478,21590,23264.36,25,7,6-8,60-80k,-0.02429157288568976
Ford EcoSport,2020,42757,18649,19908.256756756757,74,3,2-4,40-60k,-0.3951414274909353
Ford Escape,2021,54983,22448,19376.448,125,2,0-2,40-60k,0.0838992381484145
Volkswagen Passat,2013,64486,15990,18311.052631578947,76,10,8-10,60-80k,-0.7304320644835731
Kia Sportage,2019,40566,20060,20804.091954022988,87,4,2-4,40-60k,-0.21721924291154002
Scion iA,2016,77402,14590,14790.0,4,7,6-8,60-80k,-0.9069671873830439
Hyundai Tucson,2020,47572,20849,20007.2,70,3,2-4,40-60k,-0.11772909150605254
Toyota Avalon,2014,28280,22990,23526.363636363636,22,9,8-10,20-40k,0.15224355001378106
Toyota C-HR,2019,29534,23990,23407.366666666665,30,4,2-4,20-40k,0.278340066370546
Hyundai Sonata,2015,44120,16990,16759.738562091505,153,8,6-8,40-60k,-0.6043355481268082
Nissan Rogue,2021,46006,24549,20382.880165289258,242,2,0-2,40-60k,0.34882801901397753
MAZDA CX-,2016,64717,18590,23001.7,140,7,6-8,60-80k,-0.4025811219559844
Honda Pilot,2012,77738,21590,25763.433333333334,30,11,10-15,60-80k,-0.02429157288568976
Volkswagen Passat,2016,46156,16990,18311.052631578947,76,7,6-8,40-60k,-0.6043355481268082
Kia Optima,2014,71135,14990,17867.048076923078,104,9,8-10,60-80k,-0.856528580840338
MAZDA CX-,2017,17134,24990,23001.7,140,6,4-6,0-20k,0.4044365827273108
Jeep Cherokee,2018,93520,18590,21467.63829787234,141,5,4-6,80-100k,-0.4025811219559844
Chevrolet Equinox,2017,57878,18990,19319.105263157893,171,6,4-6,40-60k,-0.35214251541327846
Chevrolet Equinox,2021,47573,21348,19319.105263157893,171,2,0-2,40-60k,-0.05480692984402686
Nissan Frontier Crew Cab,2019,32859,28990,26840.0,16,4,2-4,20-40k,0.9088226481543704
MAZDA CX-,2021,15512,30990,23001.7,140,2,0-2,0-20k,1.1610156808679002
Dodge Challenger,2018,27895,31990,31835.757575757576,33,5,4-6,20-40k,1.287112197224665
Chevrolet Camaro,2012,25165,28590,26673.675324675325,77,11,10-15,20-40k,0.8583840416116644
Jeep Wrangler Unlimited,2020,30282,36590,35153.86666666667,15,3,2-4,20-40k,1.8671561724657835
Chevrolet Corvette,2009,26861,34990,48640.0,20,14,10-15,20-40k,1.6654017462949597
Cadillac XT,2019,29609,32990,29830.0,10,4,2-4,20-40k,1.41320871358143
Chevrolet Camaro,2018,43933,26990,26673.675324675325,77,5,4-6,40-60k,0.6566296154408406
Land Rover Range Rover Velar,2018,58929,44990,44490.0,2,5,4-6,40-60k,2.9263669098626086
Buick Envision,2020,36351,27990,24501.2,20,3,2-4,20-40k,0.7827261317976055
Toyota Corolla,2020,8052,27990,18560.486988847584,269,3,2-4,0-20k,0.7827261317976055
BMW  Series,2019,36306,31590,25277.301587301587,126,4,2-4,20-40k,1.236673590681959
Nissan Frontier Crew Cab,2019,28911,26590,26840.0,16,4,2-4,20-40k,0.6061910088981346
Jeep Cherokee,2021,38278,27590,21467.63829787234,141,2,0-2,20-40k,0.7322875252548995
Jeep Cherokee,2021,34067,30990,21467.63829787234,141,2,0-2,20-40k,1.1610156808679002
Hyundai Tucson,2022,14805,35590,20007.2,70,1,0-2,0-20k,1.7410596561090186
BMW  Series,2021,16644,37990,25277.301587301587,126,2,0-2,0-20k,2.0436912953652544
Buick Cascada,2016,17005,26990,24790.0,4,7,6-8,0-20k,0.6566296154408406
Hyundai IONIQ,2022,7494,47990,47990.0,2,1,0-2,0-20k,3.3046564589329033
Toyota Tacoma Double Cab,2017,61382,30590,33790.0,28,6,4-6,60-80k,1.1105770743251941
Tesla Model,2019,21686,48990,48740.0,40,4,2-4,20-40k,3.430752975289668
MINI Hardtop  Door,2023,495,35590,20638.64864864865,37,0,0-2,0-20k,1.7410596561090186
Mercedes-Benz GLA,2020,23015,32590,28110.0,10,3,2-4,20-40k,1.362770107038724
BMW X,2019,15696,37590,28257.918032786885,61,4,2-4,0-20k,1.9932526888225484
Dodge Charger,2020,12656,28990,27191.571428571428,35,3,2-4,0-20k,0.9088226481543704
Honda Accord,2020,21171,25590,20338.34351145038,131,3,2-4,20-40k,0.48009449254136977
Mercedes-Benz GLC,2017,47609,28990,31190.0,12,6,4-6,40-60k,0.9088226481543704
Lexus RX,2021,35512,55590,27399.52380952381,21,2,0-2,20-40k,4.262989983244316
BMW X,2015,61584,27590,28257.918032786885,61,8,6-8,60-80k,0.7322875252548995
Kia Carnival,2022,28251,42590,44090.0,4,1,0-2,20-40k,2.623735270606373
Tesla Model,2019,19249,42590,48740.0,40,4,2-4,0-20k,2.623735270606373
Subaru Outback,2020,13132,30990,25362.21153846154,52,3,2-4,0-20k,1.1610156808679002
Mercedes-Benz CLS-Class,2012,51124,27590,29056.666666666668,3,11,10-15,40-60k,0.7322875252548995
Chevrolet Corvette,2016,88797,40990,48640.0,20,7,6-8,80-100k,2.421980844435549
Toyota Tacoma Double Cab,2017,35702,37990,33790.0,28,6,4-6,20-40k,2.0436912953652544
MAZDA CX-,2022,7877,32990,23001.7,140,1,0-2,0-20k,1.41320871358143
Tesla Model S,2022,8454,98590,66790.0,4,1,0-2,0-20k,9.685140186585206
Subaru Outback,2022,13519,38990,25362.21153846154,52,1,0-2,0-20k,2.1697878117220193
Nissan Frontier Crew Cab,2018,51623,25990,26840.0,16,5,4-6,40-60k,0.5305330990840758
Ford Mustang MACH-E,2022,4980,51590,62190.0,6,1,0-2,0-20k,3.758603917817257
Nissan Frontier Crew Cab,2021,13671,28990,26840.0,16,2,0-2,0-20k,0.9088226481543704
Toyota Tacoma Double Cab,2019,24506,34990,33790.0,28,4,2-4,20-40k,1.6654017462949597
Nissan Kicks,2021,51139,18287,19809.626373626375,91,2,0-2,40-60k,-0.4407883664120842
Volkswagen Jetta,2014,49356,15590,17068.442477876106,113,9,8-10,40-60k,-0.780870671026279
Ford Escape,2019,46017,19391,19376.448,125,4,2-4,40-60k,-0.3015778123542157
Lexus NX,2016,82305,24990,30959.23076923077,13,7,6-8,80-100k,0.4044365827273108
Chevrolet Equinox,2018,60968,18623,19319.105263157893,171,5,4-6,60-80k,-0.39841993691621114
Nissan LEAF,2019,45424,21990,19142.63157894737,38,4,2-4,40-60k,0.026147033657016195
Lexus CT,2012,89364,17990,19990.0,8,11,10-15,80-100k,-0.47823903177004334
Chevrolet Camaro,2016,34380,24990,26673.675324675325,77,7,6-8,20-40k,0.4044365827273108
Kia Sedona,2017,65770,22990,19804.285714285714,14,6,4-6,60-80k,0.15224355001378106
Jeep Wrangler,2012,68804,23990,26477.5,32,11,10-15,60-80k,0.278340066370546
Kia Cadenza,2017,56268,21990,20765.0,8,6,4-6,40-60k,0.026147033657016195
Nissan Rogue Sport,2017,89009,19590,20399.048387096773,62,6,4-6,80-100k,-0.2764846055992195
Ford Fiesta,2019,42043,14990,14645.737704918032,61,4,2-4,40-60k,-0.856528580840338
Nissan Sentra,2017,36648,17990,17151.21551724138,116,6,4-6,20-40k,-0.47823903177004334
Ford Mustang,2015,60590,22990,25856.117647058825,102,8,6-8,60-80k,0.15224355001378106
Nissan Rogue,2020,61210,19403,20382.880165289258,242,3,2-4,60-80k,-0.30006465415793454
Dodge Grand Caravan Passenger,2018,89671,18590,18365.342465753423,73,5,4-6,80-100k,-0.4025811219559844
MAZDA MAZDA,2020,45982,23990,17840.6338028169,142,3,2-4,40-60k,0.278340066370546
Nissan Rogue,2020,60344,20106,20382.880165289258,242,3,2-4,60-80k,-0.21141880315912884
Honda Accord,2016,68823,20590,20338.34351145038,131,7,6-8,60-80k,-0.15038808924245464
Nissan Versa,2018,49775,14990,15995.263157894737,95,5,4-6,40-60k,-0.856528580840338
Dodge Journey,2016,37930,22990,19075.328125,64,7,6-8,20-40k,0.15224355001378106
Kia Sorento,2016,70914,17990,21217.59405940594,101,7,6-8,60-80k,-0.47823903177004334
Kia Sorento,2017,83861,17990,21217.59405940594,101,6,4-6,80-100k,-0.47823903177004334
Kia Sportage,2017,62091,19590,20804.091954022988,87,6,4-6,60-80k,-0.2764846055992195
Nissan Altima,2021,35102,22420,19293.97340425532,188,2,0-2,20-40k,0.0803685356904251
BMW  Series,2011,89378,14990,25277.301587301587,126,12,10-15,80-100k,-0.856528580840338
Kia Sportage,2018,81830,17990,20804.091954022988,87,5,4-6,80-100k,-0.47823903177004334
Jeep Cherokee,2014,98304,15990,21467.63829787234,141,9,8-10,80-100k,-0.7304320644835731
Chrysler Pacifica,2020,70109,24449,26151.657142857144,35,3,2-4,60-80k,0.336218367378301
Jeep Wrangler,2014,104715,24990,26477.5,32,9,8-10,100-130k,0.4044365827273108
Kia Sorento,2020,64108,21176,21217.59405940594,101,3,2-4,60-80k,-0.07649553065739043
Kia Sportage,2017,92708,17990,20804.091954022988,87,6,4-6,80-100k,-0.47823903177004334
